,population,access_rate,beta,iteration,pfprunder5,pfpr2to10,pfprall
cal_10_0.55_0.1_monthly_data_2,10.0,0.55,0.1,2.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_3,10.0,0.55,0.1,3.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_4,10.0,0.55,0.1,4.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_5,10.0,0.55,0.1,5.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_6,10.0,0.55,0.1,6.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_7,10.0,0.55,0.1,7.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_8,10.0,0.55,0.1,8.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_9,10.0,0.55,0.1,9.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_10,10.0,0.55,0.1,10.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_1,10.0,0.55,0.15,1.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_2,10.0,0.55,0.15,2.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_3,10.0,0.55,0.15,3.0,2.0833333333333335,3.3333333333333335,1.746031746031746
cal_10_0.55_0.15_monthly_data_4,10.0,0.55,0.15,4.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_5,10.0,0.55,0.15,5.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_6,10.0,0.55,0.15,6.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_7,10.0,0.55,0.15,7.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_8,10.0,0.55,0.15,8.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_9,10.0,0.55,0.15,9.0,0.0,0.0,0.0
cal_10_0.55_0.15_monthly_data_10,10.0,0.55,0.15,10.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_1,10.0,0.55,0.2,1.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_2,10.0,0.55,0.2,2.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_3,10.0,0.55,0.2,3.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_4,10.0,0.55,0.2,4.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_5,10.0,0.55,0.2,5.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_6,10.0,0.55,0.2,6.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_7,10.0,0.55,0.2,7.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_8,10.0,0.55,0.2,8.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_9,10.0,0.55,0.2,9.0,0.0,0.0,0.0
cal_10_0.55_0.2_monthly_data_10,10.0,0.55,0.2,10.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_1,10.0,0.55,0.25,1.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_2,10.0,0.55,0.25,2.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_3,10.0,0.55,0.25,3.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_4,10.0,0.55,0.25,4.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_5,10.0,0.55,0.25,5.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_6,10.0,0.55,0.25,6.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_7,10.0,0.55,0.25,7.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_8,10.0,0.55,0.25,8.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_9,10.0,0.55,0.25,9.0,0.0,0.0,0.0
cal_10_0.55_0.25_monthly_data_10,10.0,0.55,0.25,10.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_1,10.0,0.55,0.3,1.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_2,10.0,0.55,0.3,2.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_3,10.0,0.55,0.3,3.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_4,10.0,0.55,0.3,4.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_5,10.0,0.55,0.3,5.0,56.904761904761905,65.41666666666667,45.580065359477125
cal_10_0.55_0.3_monthly_data_6,10.0,0.55,0.3,6.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_7,10.0,0.55,0.3,7.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_8,10.0,0.55,0.3,8.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_9,10.0,0.55,0.3,9.0,0.0,0.0,0.0
cal_10_0.55_0.3_monthly_data_10,10.0,0.55,0.3,10.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_1,10.0,0.55,0.4,1.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_2,10.0,0.55,0.4,2.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_3,10.0,0.55,0.4,3.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_4,10.0,0.55,0.4,4.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_5,10.0,0.55,0.4,5.0,56.25,38.33333333333333,38.64468864468864
cal_10_0.55_0.4_monthly_data_6,10.0,0.55,0.4,6.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_7,10.0,0.55,0.4,7.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_8,10.0,0.55,0.4,8.0,0.0,0.0,0.0
cal_10_0.55_0.4_monthly_data_9,10.0,0.55,0.4,9.0,79.16666666666667,63.888888888888886,35.416666666666664
cal_10_0.55_0.4_monthly_data_10,10.0,0.55,0.4,10.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_1,10.0,0.55,0.5,1.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_2,10.0,0.55,0.5,2.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_3,10.0,0.55,0.5,3.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_4,10.0,0.55,0.5,4.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_5,10.0,0.55,0.5,5.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_6,10.0,0.55,0.5,6.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_7,10.0,0.55,0.5,7.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_8,10.0,0.55,0.5,8.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_9,10.0,0.55,0.5,9.0,0.0,0.0,0.0
cal_10_0.55_0.5_monthly_data_10,10.0,0.55,0.5,10.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_1,10.0,0.55,0.6,1.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_2,10.0,0.55,0.6,2.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_3,10.0,0.55,0.6,3.0,66.66666666666667,47.22222222222221,37.5
cal_10_0.55_0.6_monthly_data_4,10.0,0.55,0.6,4.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_5,10.0,0.55,0.6,5.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_6,10.0,0.55,0.6,6.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_7,10.0,0.55,0.6,7.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_8,10.0,0.55,0.6,8.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_9,10.0,0.55,0.6,9.0,0.0,0.0,0.0
cal_10_0.55_0.6_monthly_data_10,10.0,0.55,0.6,10.0,0.0,0.0,0.0
cal_10_0.55_0.8_monthly_data_1,10.0,0.55,0.8,1.0,69.44444444444443,52.083333333333336,43.735431235431236
cal_10_0.55_0.8_monthly_data_2,10.0,0.55,0.8,2.0,0.0,8.333333333333334,25.0
cal_10_0.55_0.8_monthly_data_3,10.0,0.55,0.8,3.0,78.6111111111111,100.0,55.12820512820513
cal_10_0.55_0.8_monthly_data_4,10.0,0.55,0.8,4.0,0.0,0.0,0.0
cal_10_0.55_0.8_monthly_data_5,10.0,0.55,0.8,5.0,0.0,0.0,0.0
cal_10_0.55_0.8_monthly_data_6,10.0,0.55,0.8,6.0,97.22222222222221,74.99999999999999,65.83333333333333
cal_10_0.55_0.8_monthly_data_7,10.0,0.55,0.8,7.0,0.0,0.0,0.0
cal_10_0.55_0.8_monthly_data_8,10.0,0.55,0.8,8.0,0.0,0.0,0.0
cal_10_0.55_0.8_monthly_data_9,10.0,0.55,0.8,9.0,25.0,25.0,19.444444444444443
cal_10_0.55_0.8_monthly_data_10,10.0,0.55,0.8,10.0,8.333333333333334,25.0,32.291666666666664
cal_10_0.55_1_monthly_data_1,10.0,0.55,1.0,1.0,0.0,0.0,0.0
cal_10_0.55_1_monthly_data_2,10.0,0.55,1.0,2.0,72.22222222222221,68.05555555555556,46.2962962962963
cal_10_0.55_1_monthly_data_3,10.0,0.55,1.0,3.0,0.0,0.0,0.0
cal_10_0.55_1_monthly_data_4,10.0,0.55,1.0,4.0,0.0,0.0,0.0
cal_10_0.55_1_monthly_data_5,10.0,0.55,1.0,5.0,0.0,0.0,0.0
cal_10_0.55_1_monthly_data_6,10.0,0.55,1.0,6.0,91.66666666666667,0.0,40.27777777777777
cal_10_0.55_1_monthly_data_7,10.0,0.55,1.0,7.0,0.0,0.0,0.0
cal_10_0.55_1_monthly_data_8,10.0,0.55,1.0,8.0,0.0,0.0,0.0
cal_10_0.55_1_monthly_data_9,10.0,0.55,1.0,9.0,69.44444444444444,20.138888888888886,35.41666666666667
cal_10_0.55_1_monthly_data_10,10.0,0.55,1.0,10.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_1,10.0,0.6,0.001,1.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_2,10.0,0.6,0.001,2.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_3,10.0,0.6,0.001,3.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_4,10.0,0.6,0.001,4.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_5,10.0,0.6,0.001,5.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_6,10.0,0.6,0.001,6.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_7,10.0,0.6,0.001,7.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_8,10.0,0.6,0.001,8.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_9,10.0,0.6,0.001,9.0,0.0,0.0,0.0
cal_10_0.6_0.001_monthly_data_10,10.0,0.6,0.001,10.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_1,10.0,0.6,0.005,1.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_2,10.0,0.6,0.005,2.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_3,10.0,0.6,0.005,3.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_4,10.0,0.6,0.005,4.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_5,10.0,0.6,0.005,5.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_6,10.0,0.6,0.005,6.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_7,10.0,0.6,0.005,7.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_8,10.0,0.6,0.005,8.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_9,10.0,0.6,0.005,9.0,0.0,0.0,0.0
cal_10_0.6_0.005_monthly_data_10,10.0,0.6,0.005,10.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_1,10.0,0.6,0.01,1.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_2,10.0,0.6,0.01,2.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_3,10.0,0.6,0.01,3.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_4,10.0,0.6,0.01,4.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_5,10.0,0.6,0.01,5.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_6,10.0,0.6,0.01,6.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_7,10.0,0.6,0.01,7.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_8,10.0,0.6,0.01,8.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_9,10.0,0.6,0.01,9.0,0.0,0.0,0.0
cal_10_0.6_0.01_monthly_data_10,10.0,0.6,0.01,10.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_1,10.0,0.6,0.0125,1.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_2,10.0,0.6,0.0125,2.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_3,10.0,0.6,0.0125,3.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_4,10.0,0.6,0.0125,4.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_5,10.0,0.6,0.0125,5.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_6,10.0,0.6,0.0125,6.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_7,10.0,0.6,0.0125,7.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_8,10.0,0.6,0.0125,8.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_9,10.0,0.6,0.0125,9.0,0.0,0.0,0.0
cal_10_0.6_0.0125_monthly_data_10,10.0,0.6,0.0125,10.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_1,10.0,0.6,0.015,1.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_2,10.0,0.6,0.015,2.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_3,10.0,0.6,0.015,3.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_4,10.0,0.6,0.015,4.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_5,10.0,0.6,0.015,5.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_6,10.0,0.6,0.015,6.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_7,10.0,0.6,0.015,7.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_8,10.0,0.6,0.015,8.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_9,10.0,0.6,0.015,9.0,0.0,0.0,0.0
cal_10_0.6_0.015_monthly_data_10,10.0,0.6,0.015,10.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_1,10.0,0.6,0.02,1.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_2,10.0,0.6,0.02,2.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_3,10.0,0.6,0.02,3.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_4,10.0,0.6,0.02,4.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_5,10.0,0.6,0.02,5.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_6,10.0,0.6,0.02,6.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_7,10.0,0.6,0.02,7.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_8,10.0,0.6,0.02,8.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_9,10.0,0.6,0.02,9.0,0.0,0.0,0.0
cal_10_0.6_0.02_monthly_data_10,10.0,0.6,0.02,10.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_1,10.0,0.6,0.03,1.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_2,10.0,0.6,0.03,2.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_3,10.0,0.6,0.03,3.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_4,10.0,0.6,0.03,4.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_5,10.0,0.6,0.03,5.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_6,10.0,0.6,0.03,6.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_7,10.0,0.6,0.03,7.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_8,10.0,0.6,0.03,8.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_9,10.0,0.6,0.03,9.0,0.0,0.0,0.0
cal_10_0.6_0.03_monthly_data_10,10.0,0.6,0.03,10.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_1,10.0,0.6,0.04,1.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_2,10.0,0.6,0.04,2.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_3,10.0,0.6,0.04,3.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_4,10.0,0.6,0.04,4.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_5,10.0,0.6,0.04,5.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_6,10.0,0.6,0.04,6.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_7,10.0,0.6,0.04,7.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_8,10.0,0.6,0.04,8.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_9,10.0,0.6,0.04,9.0,0.0,0.0,0.0
cal_10_0.6_0.04_monthly_data_10,10.0,0.6,0.04,10.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_1,10.0,0.6,0.05,1.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_2,10.0,0.6,0.05,2.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_3,10.0,0.6,0.05,3.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_4,10.0,0.6,0.05,4.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_5,10.0,0.6,0.05,5.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_6,10.0,0.6,0.05,6.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_7,10.0,0.6,0.05,7.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_8,10.0,0.6,0.05,8.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_9,10.0,0.6,0.05,9.0,0.0,0.0,0.0
cal_10_0.6_0.05_monthly_data_10,10.0,0.6,0.05,10.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_1,10.0,0.6,0.1,1.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_2,10.0,0.6,0.1,2.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_3,10.0,0.6,0.1,3.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_4,10.0,0.6,0.1,4.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_5,10.0,0.6,0.1,5.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_6,10.0,0.6,0.1,6.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_7,10.0,0.6,0.1,7.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_8,10.0,0.6,0.1,8.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_9,10.0,0.6,0.1,9.0,0.0,0.0,0.0
cal_10_0.6_0.1_monthly_data_10,10.0,0.6,0.1,10.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_1,10.0,0.6,0.15,1.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_2,10.0,0.6,0.15,2.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_3,10.0,0.6,0.15,3.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_4,10.0,0.6,0.15,4.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_5,10.0,0.6,0.15,5.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_6,10.0,0.6,0.15,6.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_7,10.0,0.6,0.15,7.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_8,10.0,0.6,0.15,8.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_9,10.0,0.6,0.15,9.0,0.0,0.0,0.0
cal_10_0.6_0.15_monthly_data_10,10.0,0.6,0.15,10.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_1,10.0,0.6,0.2,1.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_2,10.0,0.6,0.2,2.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_3,10.0,0.6,0.2,3.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_4,10.0,0.6,0.2,4.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_5,10.0,0.6,0.2,5.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_6,10.0,0.6,0.2,6.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_7,10.0,0.6,0.2,7.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_8,10.0,0.6,0.2,8.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_9,10.0,0.6,0.2,9.0,0.0,0.0,0.0
cal_10_0.6_0.2_monthly_data_10,10.0,0.6,0.2,10.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_1,10.0,0.6,0.25,1.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_2,10.0,0.6,0.25,2.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_3,10.0,0.6,0.25,3.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_4,10.0,0.6,0.25,4.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_5,10.0,0.6,0.25,5.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_6,10.0,0.6,0.25,6.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_7,10.0,0.6,0.25,7.0,58.333333333333336,20.0,26.190476190476186
cal_10_0.6_0.25_monthly_data_8,10.0,0.6,0.25,8.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_9,10.0,0.6,0.25,9.0,0.0,0.0,0.0
cal_10_0.6_0.25_monthly_data_10,10.0,0.6,0.25,10.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_1,10.0,0.6,0.3,1.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_2,10.0,0.6,0.3,2.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_3,10.0,0.6,0.3,3.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_4,10.0,0.6,0.3,4.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_5,10.0,0.6,0.3,5.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_6,10.0,0.6,0.3,6.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_7,10.0,0.6,0.3,7.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_8,10.0,0.6,0.3,8.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_9,10.0,0.6,0.3,9.0,0.0,0.0,0.0
cal_10_0.6_0.3_monthly_data_10,10.0,0.6,0.3,10.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_1,10.0,0.6,0.4,1.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_2,10.0,0.6,0.4,2.0,27.77777777777777,21.081349206349206,18.57638888888889
cal_10_0.6_0.4_monthly_data_3,10.0,0.6,0.4,3.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_4,10.0,0.6,0.4,4.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_5,10.0,0.6,0.4,5.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_6,10.0,0.6,0.4,6.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_7,10.0,0.6,0.4,7.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_8,10.0,0.6,0.4,8.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_9,10.0,0.6,0.4,9.0,0.0,0.0,0.0
cal_10_0.6_0.4_monthly_data_10,10.0,0.6,0.4,10.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_1,10.0,0.6,0.5,1.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_2,10.0,0.6,0.5,2.0,8.333333333333334,8.333333333333334,7.142857142857142
cal_10_0.6_0.5_monthly_data_3,10.0,0.6,0.5,3.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_4,10.0,0.6,0.5,4.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_5,10.0,0.6,0.5,5.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_6,10.0,0.6,0.5,6.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_7,10.0,0.6,0.5,7.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_8,10.0,0.6,0.5,8.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_9,10.0,0.6,0.5,9.0,0.0,0.0,0.0
cal_10_0.6_0.5_monthly_data_10,10.0,0.6,0.5,10.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_1,10.0,0.6,0.6,1.0,0.0,31.94444444444444,34.72222222222222
cal_10_0.6_0.6_monthly_data_2,10.0,0.6,0.6,2.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_3,10.0,0.6,0.6,3.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_4,10.0,0.6,0.6,4.0,78.98478835978837,58.63095238095238,50.9302258915262
cal_10_0.6_0.6_monthly_data_5,10.0,0.6,0.6,5.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_6,10.0,0.6,0.6,6.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_7,10.0,0.6,0.6,7.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_8,10.0,0.6,0.6,8.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_9,10.0,0.6,0.6,9.0,0.0,0.0,0.0
cal_10_0.6_0.6_monthly_data_10,10.0,0.6,0.6,10.0,0.0,0.0,0.0
cal_10_0.6_0.8_monthly_data_1,10.0,0.6,0.8,1.0,0.0,0.0,0.0
cal_10_0.6_0.8_monthly_data_2,10.0,0.6,0.8,2.0,0.0,29.861111111111104,26.228632478632477
cal_10_0.6_0.8_monthly_data_3,10.0,0.6,0.8,3.0,0.0,0.0,0.0
cal_10_0.6_0.8_monthly_data_4,10.0,0.6,0.8,4.0,0.0,12.5,33.33333333333332
cal_10_0.6_0.8_monthly_data_5,10.0,0.6,0.8,5.0,58.333333333333336,41.666666666666664,44.505494505494504
cal_10_0.6_0.8_monthly_data_6,10.0,0.6,0.8,6.0,0.0,0.0,0.0
cal_10_0.6_0.8_monthly_data_7,10.0,0.6,0.8,7.0,58.333333333333336,58.333333333333336,30.707070707070702
cal_10_0.6_0.8_monthly_data_8,10.0,0.6,0.8,8.0,0.0,33.333333333333336,21.875
cal_10_0.6_0.8_monthly_data_9,10.0,0.6,0.8,9.0,0.0,0.0,0.0
cal_10_0.6_0.8_monthly_data_10,10.0,0.6,0.8,10.0,0.0,0.0,0.0
cal_10_0.6_1_monthly_data_1,10.0,0.6,1.0,1.0,0.0,0.0,0.0
